,000300.SH,000905.SH
2013-05-23,2582.849,3724.229
2013-05-24,2597.228,3782.071
2013-05-27,2599.587,3820.427
2013-05-28,2644.359,3827.782
2013-05-29,2642.561,3856.319
2013-05-30,2634.323,3865.134
2013-05-31,2606.426,3841.218
2013-06-03,2602.623,3814.51
2013-06-04,2565.666,3739.724
2013-06-05,2560.539,3755.148
2013-06-06,2527.845,3688.736
2013-06-07,2484.16,3616.21
2013-06-13,2399.937,3515.05
2013-06-14,2416.771,3584.978
2013-06-17,2403.839,3593.371
2013-06-18,2418.745,3605.758
2013-06-19,2400.765,3583.298
2013-06-20,2321.466,3465.004
2013-06-21,2317.394,3446.483
2013-06-24,2171.21,3232.962
2013-06-25,2165.421,3219.134
2013-06-26,2168.297,3285.818
2013-06-27,2160.735,3233.222
2013-06-28,2200.639,3235.978
2013-07-01,2213.317,3304.591
2013-07-02,2221.984,3359.053
2013-07-03,2203.828,3364.184
2013-07-04,2221.979,3390.488
2013-07-05,2226.849,3371.529
2013-07-08,2163.619,3240.477
2013-07-09,2162.669,3259.911
2013-07-10,2224.065,3361.395
2013-07-11,2326.688,3455.884
2013-07-12,2275.373,3425.135
2013-07-15,2307.297,3493.441
2013-07-16,2317.848,3536.313
2013-07-17,2282.836,3485.074
2013-07-18,2245.328,3481.201
2013-07-19,2190.478,3394.306
2013-07-22,2202.189,3461.281
2013-07-23,2265.845,3544.966
2013-07-24,2249.151,3566.282
2013-07-25,2237.683,3498.242
2013-07-26,2224.008,3494.159
2013-07-29,2175.97,3426.593
2013-07-30,2189.388,3411.219
2013-07-31,2193.021,3430.743
2013-08-01,2245.364,3521.152
2013-08-02,2247.263,3533.609
2013-08-05,2278.329,3592.538
2013-08-06,2293.641,3631.124
2013-08-07,2280.623,3596.318
2013-08-08,2276.782,3605.85
2013-08-09,2286.01,3618.744
2013-08-12,2352.794,3676.195
2013-08-13,2359.068,3695.552
2013-08-14,2349.08,3681.082
2013-08-15,2321.576,3631.321
2013-08-16,2304.144,3554.348
2013-08-19,2331.43,3609.028
2013-08-20,2312.465,3599.637
2013-08-21,2308.589,3627.501
2013-08-22,2303.932,3636.469
2013-08-23,2286.929,3627.97
2013-08-26,2335.616,3703.593
2013-08-27,2340.881,3732.098
2013-08-28,2328.056,3703.92
2013-08-29,2318.311,3701.083
2013-08-30,2313.91,3664.148
2013-09-02,2320.344,3689.959
2013-09-03,2354.502,3744.871
2013-09-04,2350.699,3755.239
2013-09-05,2341.735,3762.569
2013-09-06,2357.782,3792.832
2013-09-09,2440.609,3831.927
2013-09-10,2474.894,3870.923
2013-09-11,2482.889,3834.258
2013-09-12,2507.455,3845.068
2013-09-13,2488.902,3849.82
2013-09-16,2478.39,3854.207
2013-09-17,2427.322,3786.292
2013-09-18,2432.51,3822.123
2013-09-23,2472.288,3899.625
2013-09-24,2443.885,3903.518
2013-09-25,2429.03,3889.221
2013-09-26,2384.443,3808.216
2013-09-27,2394.971,3822.758
2013-09-30,2409.037,3872.893
2013-10-08,2441.811,3938.068
2013-10-09,2453.583,3981.058
2013-10-10,2429.317,3959.63
2013-10-11,2468.508,4026.916
2013-10-14,2472.542,4068.32
2013-10-15,2467.517,4074.083
2013-10-16,2421.371,3963.212
2013-10-17,2413.33,3956.965
2013-10-18,2426.054,3970.641
2013-10-21,2471.322,4069.033
2013-10-22,2445.891,4026.516
2013-10-23,2418.491,3924.219
2013-10-24,2400.511,3898.156
2013-10-25,2368.559,3821.779
2013-10-28,2365.954,3808.703
2013-10-29,2372.053,3703.86
2013-10-30,2407.471,3764.453
2013-10-31,2373.718,3713.829
2013-11-01,2384.96,3702.445
2013-11-04,2380.454,3728.188
2013-11-05,2383.769,3777.404
2013-11-06,2353.568,3737.106
2013-11-07,2340.552,3685.04
2013-11-08,2307.945,3629.94
2013-11-11,2315.889,3645.84
2013-11-12,2340.0,3680.536
2013-11-13,2288.116,3611.76
2013-11-14,2304.501,3659.83
2013-11-15,2350.734,3736.452
2013-11-18,2428.903,3827.882
2013-11-19,2412.163,3840.365
2013-11-20,2424.85,3878.584
2013-11-21,2409.989,3865.41
2013-11-22,2397.962,3842.756
2013-11-25,2388.629,3839.602
2013-11-26,2387.416,3845.676
2013-11-27,2414.481,3889.755
2013-11-28,2439.53,3922.666
2013-11-29,2438.944,3946.383
2013-12-02,2418.788,3770.865
2013-12-03,2442.784,3859.955
2013-12-04,2475.135,3932.998
2013-12-05,2468.197,3928.724
2013-12-06,2452.287,3918.783
2013-12-09,2450.872,3947.704
2013-12-10,2453.322,3950.486
2013-12-11,2412.763,3906.78
2013-12-12,2410.015,3916.962
2013-12-13,2406.639,3925.434
2013-12-16,2367.923,3857.715
2013-12-17,2356.376,3834.027
2013-12-18,2357.226,3834.045
2013-12-19,2332.41,3795.023
2013-12-20,2278.136,3747.002
2013-12-23,2284.602,3742.738
2013-12-24,2288.248,3768.703
2013-12-25,2305.11,3808.453
2013-12-26,2265.334,3743.132
2013-12-27,2303.478,3800.774
2013-12-30,2299.458,3813.003
2013-12-31,2330.026,3829.096
2014-01-02,2321.978,3847.879
2014-01-03,2290.779,3816.316
2014-01-06,2238.637,3710.898
2014-01-07,2238.001,3733.662
2014-01-08,2241.911,3738.205
2014-01-09,2222.221,3696.023
2014-01-10,2204.851,3628.634
2014-01-13,2193.679,3612.02
2014-01-14,2212.846,3683.534
2014-01-15,2208.941,3708.142
2014-01-16,2211.844,3714.314
2014-01-17,2178.488,3671.915
2014-01-20,2165.993,3644.125
2014-01-21,2187.41,3700.108
2014-01-22,2243.796,3799.042
2014-01-23,2231.889,3825.486
2014-01-24,2245.678,3882.668
2014-01-27,2215.919,3881.947
2014-01-28,2219.855,3873.81
2014-01-29,2227.781,3908.45
2014-01-30,2202.45,3885.416
2014-02-07,2212.483,3957.671
2014-02-10,2267.534,4074.63
2014-02-11,2285.562,4080.378
2014-02-12,2291.246,4125.412
2014-02-13,2279.554,4064.423
2014-02-14,2295.575,4134.16
2014-02-17,2311.647,4212.745
2014-02-18,2282.442,4207.699
2014-02-19,2308.656,4207.994
2014-02-20,2287.436,4149.071
2014-02-21,2264.294,4121.917
2014-02-24,2214.509,4105.792
2014-02-25,2157.909,3961.439
2014-02-26,2163.405,3987.48
2014-02-27,2154.108,3934.727
2014-02-28,2178.971,3975.929
2014-03-03,2190.37,4058.799
2014-03-04,2184.273,4059.567
2014-03-05,2163.976,4037.784
2014-03-06,2173.634,4032.756
2014-03-07,2168.358,4012.447
2014-03-10,2097.787,3860.244
2014-03-11,2108.661,3864.26
2014-03-12,2114.134,3865.662
2014-03-13,2140.333,3907.146
2014-03-14,2122.836,3888.975
2014-03-17,2143.038,3967.15
2014-03-18,2138.133,3989.201
2014-03-19,2120.87,3980.673
2014-03-20,2086.967,3876.578
2014-03-21,2158.798,3952.392
2014-03-24,2176.554,3985.861
2014-03-25,2174.44,3991.144
2014-03-26,2171.047,4001.502
2014-03-27,2155.707,3944.044
2014-03-28,2151.965,3865.295
2014-03-31,2146.305,3840.536
2014-04-01,2163.115,3899.488
2014-04-02,2180.727,3902.043
2014-04-03,2165.008,3896.28
2014-04-04,2185.472,3939.229
2014-04-08,2237.316,3981.625
2014-04-09,2238.62,4018.547
2014-04-10,2273.761,4038.84
2014-04-11,2270.666,4021.194
2014-04-14,2268.613,4051.33
2014-04-15,2229.463,4021.906
2014-04-16,2232.526,4019.883
2014-04-17,2224.803,4014.94
2014-04-18,2224.479,4029.262
2014-04-21,2187.248,3965.337
2014-04-22,2196.795,3947.169
2014-04-23,2194.668,3929.168
2014-04-24,2190.474,3884.811
2014-04-25,2167.826,3800.681
2014-04-28,2134.969,3684.593
2014-04-29,2158.47,3738.926
2014-04-30,2158.659,3766.17
2014-05-05,2156.47,3798.288
2014-05-06,2157.328,3817.98
2014-05-07,2137.316,3749.965
2014-05-08,2135.496,3754.011
2014-05-09,2133.911,3716.022
2014-05-12,2180.054,3812.758
2014-05-13,2174.852,3806.89
2014-05-14,2172.372,3803.803
2014-05-15,2144.084,3732.337
2014-05-16,2145.952,3726.656
2014-05-19,2115.143,3705.364
2014-05-20,2115.771,3715.71
2014-05-21,2135.905,3747.334
2014-05-22,2130.868,3746.14
2014-05-23,2148.414,3786.563
2014-05-26,2155.976,3827.487
2014-05-27,2147.28,3818.322
2014-05-28,2169.352,3861.588
2014-05-29,2155.164,3821.867
2014-05-30,2156.464,3829.238
2014-06-03,2149.918,3822.716
2014-06-04,2128.274,3789.294
2014-06-05,2150.602,3832.055
2014-06-06,2134.716,3818.333
2014-06-09,2134.281,3797.429
2014-06-10,2161.268,3840.019
2014-06-11,2160.766,3858.051
2014-06-12,2153.41,3850.113
2014-06-13,2176.242,3891.557
2014-06-16,2191.855,3914.981
2014-06-17,2169.674,3879.344
2014-06-18,2160.239,3858.099
2014-06-19,2126.907,3755.694
2014-06-20,2136.729,3789.342
2014-06-23,2134.11,3815.879
2014-06-24,2144.821,3839.203
2014-06-25,2133.371,3814.03
2014-06-26,2149.076,3861.95
2014-06-27,2150.258,3889.323
2014-06-30,2165.118,3924.903
2014-07-01,2164.559,3951.726
2014-07-02,2170.867,3979.31
2014-07-03,2180.192,4019.647
2014-07-04,2178.695,4004.561
2014-07-07,2176.289,4014.488
2014-07-08,2180.473,4039.707
2014-07-09,2148.71,3982.404
2014-07-10,2142.847,3982.198
2014-07-11,2148.009,4029.751
2014-07-14,2171.758,4090.802
2014-07-15,2174.976,4093.113
2014-07-16,2170.868,4062.119
2014-07-17,2157.068,4031.44
2014-07-18,2164.144,4042.521
2014-07-21,2166.295,4030.242
2014-07-22,2192.698,4083.288
2014-07-23,2197.833,4057.113
2014-07-24,2237.015,4054.223
2014-07-25,2260.454,4089.801
2014-07-28,2323.897,4168.373
2014-07-29,2331.369,4207.862
2014-07-30,2322.011,4214.836
2014-07-31,2350.251,4257.045
2014-08-01,2329.402,4210.219
2014-08-04,2375.62,4278.847
2014-08-05,2369.353,4300.12
2014-08-06,2363.221,4328.601
2014-08-07,2327.457,4286.09
2014-08-08,2331.134,4311.697
2014-08-11,2365.349,4377.018
2014-08-12,2357.052,4399.806
2014-08-13,2358.901,4401.809
2014-08-14,2335.945,4373.504
2014-08-15,2360.635,4423.636
2014-08-18,2374.562,4483.544
2014-08-19,2374.768,4496.938
2014-08-20,2366.14,4497.399
2014-08-21,2354.244,4495.44
2014-08-22,2365.364,4521.752
2014-08-25,2342.863,4487.142
2014-08-26,2324.092,4407.588
2014-08-27,2327.595,4421.212
2014-08-28,2311.278,4381.494
2014-08-29,2338.287,4427.879
2014-09-01,2355.317,4507.442
2014-09-02,2386.46,4576.12
2014-09-03,2408.838,4608.557
2014-09-04,2426.224,4647.886
2014-09-05,2449.259,4666.474
2014-09-09,2445.224,4701.699
2014-09-10,2432.433,4709.909
2014-09-11,2423.454,4704.942
2014-09-12,2438.358,4756.949
2014-09-15,2437.189,4807.555
2014-09-16,2388.765,4645.546
2014-09-17,2401.326,4686.047
2014-09-18,2408.664,4719.009
2014-09-19,2425.211,4758.727
2014-09-22,2378.92,4694.229
2014-09-23,2399.462,4754.472
2014-09-24,2441.864,4815.71
2014-09-25,2436.965,4814.735
2014-09-26,2437.201,4829.935
2014-09-29,2447.799,4877.435
2014-09-30,2450.988,4916.119
2014-10-08,2478.383,4993.531
2014-10-09,2481.955,5004.001
2014-10-10,2466.789,4981.853
2014-10-13,2454.946,4982.681
2014-10-14,2446.562,4966.083
2014-10-15,2463.874,4987.707
2014-10-16,2444.395,4906.244
2014-10-17,2441.732,4860.732
2014-10-20,2454.711,4929.16
2014-10-21,2433.391,4884.024
2014-10-22,2418.641,4825.609
2014-10-23,2395.936,4755.231
2014-10-24,2390.706,4774.666
2014-10-27,2368.832,4809.518
2014-10-28,2416.653,4924.955
2014-10-29,2451.384,4991.755
2014-10-30,2468.925,4992.63
2014-10-31,2508.325,4986.416
2014-11-03,2512.548,5028.698
2014-11-04,2513.172,5003.47
2014-11-05,2503.448,4995.443
2014-11-06,2506.067,5024.848
2014-11-07,2502.153,4977.255
2014-11-10,2565.73,5031.001
2014-11-11,2558.612,4881.48
2014-11-12,2594.318,4965.384
2014-11-13,2579.75,4921.671
2014-11-14,2581.093,4909.609
2014-11-17,2567.101,4958.466
2014-11-18,2541.416,4967.651
2014-11-19,2537.223,4985.101
2014-11-20,2537.099,4974.626
2014-11-21,2583.455,5029.773
2014-11-24,2649.258,5112.119
2014-11-25,2685.561,5189.001
2014-11-26,2723.018,5214.21
2014-11-27,2754.49,5251.389
2014-11-28,2808.819,5245.267
2014-12-01,2819.812,5208.139
2014-12-02,2923.94,5277.657
2014-12-03,2967.549,5339.005
2014-12-04,3104.351,5451.962
2014-12-05,3124.885,5333.892
2014-12-08,3252.881,5412.674
2014-12-09,3106.913,5195.406
2014-12-10,3221.546,5374.097
2014-12-11,3183.012,5454.443
2014-12-12,3193.227,5493.2
2014-12-15,3217.228,5583.597
2014-12-16,3303.402,5606.693
2014-12-17,3360.598,5557.286
2014-12-18,3345.927,5558.045
2014-12-19,3383.167,5524.122
2014-12-22,3394.481,5305.209
2014-12-23,3324.924,5193.722
2014-12-24,3230.385,5262.365
2014-12-25,3335.419,5364.563
2014-12-26,3445.839,5422.751
2014-12-29,3455.455,5367.637
2014-12-30,3457.554,5275.085
2014-12-31,3533.705,5322.714
2015-01-05,3641.541,5417.017
2015-01-06,3641.059,5479.864
2015-01-07,3643.79,5488.242
2015-01-08,3559.259,5444.037
2015-01-09,3546.723,5409.058
2015-01-12,3513.576,5332.221
2015-01-13,3514.04,5405.091
2015-01-14,3502.423,5379.738
2015-01-15,3604.121,5449.038
2015-01-16,3635.146,5520.123
2015-01-19,3355.155,5281.895
2015-01-20,3396.222,5472.514
2015-01-21,3548.885,5611.694
2015-01-22,3567.613,5690.156
2015-01-23,3571.732,5633.289
2015-01-26,3607.985,5758.979
2015-01-27,3574.931,5773.816
2015-01-28,3525.323,5739.919
2015-01-29,3481.798,5701.205
2015-01-30,3434.39,5632.728
2015-02-02,3353.96,5609.389
2015-02-03,3437.445,5707.476
2015-02-04,3401.768,5683.519
2015-02-05,3366.946,5654.217
2015-02-06,3312.42,5534.785
2015-02-09,3345.921,5504.974
2015-02-10,3406.943,5580.704
2015-02-11,3434.124,5641.786
2015-02-12,3442.874,5681.341
2015-02-13,3469.828,5769.272
2015-02-16,3499.483,5869.713
2015-02-17,3522.322,5911.098
2015-02-25,3478.729,5906.538
2015-02-26,3566.295,5969.557
2015-02-27,3572.843,6018.463
2015-03-02,3601.265,6139.792
2015-03-03,3507.9,6118.656
2015-03-04,3530.822,6210.421
2015-03-05,3496.344,6208.988
2015-03-06,3478.52,6133.026
2015-03-09,3537.75,6212.236
2015-03-10,3520.611,6276.485
2015-03-11,3524.653,6262.892
2015-03-12,3592.844,6260.137
2015-03-13,3617.657,6329.576
2015-03-16,3705.671,6516.765
2015-03-17,3757.122,6618.054
2015-03-18,3846.055,6728.068
2015-03-19,3839.739,6782.463
2015-03-20,3892.574,6850.897
2015-03-23,3972.061,7017.154
2015-03-24,3973.046,7046.123
2015-03-25,3940.412,7124.872
2015-03-26,3949.999,7074.437
2015-03-27,3971.697,7155.945
2015-03-30,4088.178,7245.497
2015-03-31,4051.204,7253.104
2015-04-01,4123.895,7425.733
2015-04-02,4124.776,7560.648
2015-04-03,4170.538,7679.01
2015-04-07,4260.044,7863.284
2015-04-08,4295.803,7807.997
2015-04-09,4262.138,7746.151
2015-04-10,4344.416,7952.189
2015-04-13,4421.073,8122.893
2015-04-14,4438.184,8119.959
2015-04-15,4380.513,7802.747
2015-04-16,4513.546,7912.088
2015-04-17,4596.136,7980.76
2015-04-20,4521.919,7839.901
2015-04-21,4619.164,8112.687
2015-04-22,4739.814,8323.427
2015-04-23,4740.892,8410.703
2015-04-24,4702.641,8419.095
2015-04-27,4807.592,8513.016
2015-04-28,4741.861,8266.483
2015-04-29,4774.326,8428.254
2015-04-30,4749.886,8469.673
2015-05-04,4787.741,8510.481
2015-05-05,4596.837,8199.344
2015-05-06,4553.327,8082.999
2015-05-07,4470.089,7903.478
2015-05-08,4558.404,8201.293
2015-05-11,4690.532,8558.218
2015-05-12,4747.421,8745.678
2015-05-13,4718.436,8824.929
2015-05-14,4700.778,8813.393
2015-05-15,4617.47,8742.885
2015-05-18,4575.14,8903.595
2015-05-19,4731.222,9124.833
2015-05-20,4754.919,9277.331
2015-05-21,4840.976,9619.223
2015-05-22,4951.335,9778.171
2015-05-25,5099.495,10040.09
2015-05-26,5198.918,10373.58
2015-05-27,5181.434,10497.34
2015-05-28,4834.007,9868.424
2015-05-29,4840.829,9966.845
2015-06-01,5076.179,10488.31
2015-06-02,5161.87,10886.4
2015-06-03,5143.59,10979.99
2015-06-04,5181.416,10965.41
2015-06-05,5230.552,11144.52
2015-06-08,5353.751,11030.92
2015-06-09,5317.461,11013.74
2015-06-10,5309.112,11208.0577
2015-06-11,5306.59,11366.2931
2015-06-12,5335.1151,11545.8906
2015-06-15,5221.1665,11332.892
2015-06-16,5064.8212,10879.8358
2015-06-17,5138.8307,11100.5456
2015-06-18,4930.5491,10731.3787
2015-06-19,4637.0517,9987.4074
2015-06-23,4786.0906,10046.8849
2015-06-24,4880.1261,10267.6266
2015-06-25,4706.5159,9906.1037
2015-06-26,4336.1947,9078.0648
2015-06-29,4191.5486,8484.6434
2015-06-30,4472.9976,8906.0202
2015-07-01,4253.021,8411.9097
2015-07-02,4107.9961,7835.1035
2015-07-03,3885.9169,7355.491
2015-07-06,3998.537,7235.999
2015-07-07,3928.0025,6763.5263
2015-07-08,3663.0375,6602.3735
2015-07-09,3897.6263,6896.3516
2015-07-10,4106.5561,7244.7842
2015-07-13,4211.8116,7695.6351
2015-07-14,4112.1488,7859.0574
2015-07-15,3966.7585,7405.2945
2015-07-16,3997.3555,7578.7585
2015-07-17,4151.4956,7994.6971
2015-07-20,4160.612,8116.4956
2015-07-21,4166.0057,8220.4627
2015-07-22,4157.1604,8320.2364
2015-07-23,4250.805,8551.9909
2015-07-24,4176.2787,8425.0739
2015-07-27,3818.7314,7794.1809
2015-07-28,3811.0926,7649.8199
2015-07-29,3930.3791,8022.7956
2015-07-30,3815.4118,7800.5799
2015-07-31,3816.6993,7727.0608
2015-08-03,3829.2354,7540.2053
2015-08-04,3948.1554,7942.0952
2015-08-05,3866.8998,7839.3375
2015-08-06,3831.8516,7792.0278
2015-08-07,3906.9448,8013.3187
2015-08-10,4084.3646,8394.0862
2015-08-11,4066.6692,8435.3271
2015-08-12,4016.1262,8336.3365
2015-08-13,4075.463,8534.4288
2015-08-14,4073.54,8625.2423
2015-08-17,4077.8721,8820.4567
2015-08-18,3825.4122,8161.2687
2015-08-19,3886.1357,8340.9828
2015-08-20,3761.4541,8049.5116
2015-08-21,3589.5358,7612.9024
2015-08-24,3275.5342,7006.1885
2015-08-25,3042.9266,6481.4117
2015-08-26,3025.692,6238.5256
2015-08-27,3205.6375,6456.0548
2015-08-28,3342.2863,6842.8938
2015-08-31,3366.5359,6581.3127
2015-09-01,3362.0827,6169.2072
2015-09-02,3365.8318,6122.5533
2015-09-07,3250.485,6143.5566
2015-09-08,3334.0233,6374.8551
2015-09-09,3399.3054,6551.0072
2015-09-10,3357.561,6440.3093
2015-09-11,3347.1878,6493.3191
2015-09-14,3281.1317,6049.7904
2015-09-15,3152.2319,5708.0299
2015-09-16,3309.2484,6084.8367
2015-09-17,3236.9986,5965.409
2015-09-18,3251.2732,6036.8814
2015-09-21,3308.2467,6250.4393
2015-09-22,3339.03,6295.9258
2015-09-23,3263.0275,6224.6006
2015-09-24,3284.9991,6315.1101
2015-09-25,3231.9514,6108.3764
2015-09-28,3242.7524,6219.6917
2015-09-29,3178.8544,6103.6058
2015-09-30,3202.9475,6123.7274
2015-10-08,3296.482,6372.4924
2015-10-09,3340.1159,6470.0514
2015-10-12,3447.6934,6718.7221
2015-10-13,3445.0431,6802.0769
2015-10-14,3406.1116,6724.4957
2015-10-15,3486.815,6929.2374
2015-10-16,3534.0653,7047.5599
2015-10-19,3534.1821,7047.3718
2015-10-20,3577.7027,7162.0754
2015-10-21,3473.2544,6712.7386
2015-10-22,3524.5339,6964.2976
2015-10-23,3571.2411,7138.2344
2015-10-26,3589.2611,7186.7548
2015-10-27,3592.8794,7231.4362
2015-10-28,3524.9199,7048.8952
2015-10-29,3533.3065,7108.9748
2015-10-30,3534.0788,7084.9706
2015-11-02,3475.9623,6936.4315
2015-11-03,3465.4927,6920.1029
2015-11-04,3628.5377,7267.9884
2015-11-05,3705.9697,7276.4505
2015-11-06,3793.3739,7446.8471
2015-11-09,3840.3547,7543.8014
2015-11-10,3833.2379,7575.0084
2015-11-11,3833.6457,7684.666
2015-11-12,3795.3241,7682.4517
2015-11-13,3746.2422,7567.108
2015-11-16,3764.1262,7718.8548
2015-11-17,3758.3869,7650.3808
2015-11-18,3715.5796,7526.9417
2015-11-19,3774.969,7718.622
2015-11-20,3774.3833,7806.2655
2015-11-23,3753.3351,7744.1822
2015-11-24,3753.8887,7798.4975
2015-11-25,3781.6069,7922.3841
2015-11-26,3759.4286,7874.0797
2015-11-27,3556.9924,7376.1243
2015-11-30,3566.4122,7408.3988
2015-12-01,3591.696,7443.9452
2015-12-02,3721.9545,7405.8596
2015-12-03,3749.2985,7570.5077
2015-12-04,3677.5922,7511.6749
2015-12-07,3687.6073,7602.2276
2015-12-08,3623.0202,7404.142
2015-12-09,3635.9382,7374.2742
2015-12-10,3623.0842,7350.2098
2015-12-11,3608.0587,7290.7017
2015-12-14,3711.322,7441.0301
2015-12-15,3694.3885,7498.1813
2015-12-16,3685.4398,7529.4028
2015-12-17,3755.8881,7716.246
2015-12-18,3767.9128,7699.37
2015-12-21,3865.965,7788.564
2015-12-22,3876.7325,7856.6081
2015-12-23,3866.3814,7773.2825
2015-12-24,3829.4022,7753.0367
2015-12-25,3838.201,7792.1244
2015-12-28,3727.6316,7603.3609
2015-12-29,3761.8745,7674.3881
2015-12-30,3765.1752,7741.0472
2015-12-31,3731.0047,7617.689
2016-01-04,3469.0662,6983.4044
2016-01-05,3478.7797,6889.7414
2016-01-06,3539.8082,7065.6068
2016-01-07,3294.3839,6462.2428
2016-01-08,3361.5632,6570.4316
2016-01-11,3192.4499,6128.6558
2016-01-12,3215.7099,6136.6632
2016-01-13,3155.8787,5924.044
2016-01-14,3221.5714,6124.8202
2016-01-15,3118.7301,5893.6815
2016-01-18,3130.7289,5978.9076
2016-01-19,3223.1251,6197.0947
2016-01-20,3174.3781,6138.5031
2016-01-21,3081.3454,5886.8835
2016-01-22,3113.4626,5980.6111
2016-01-25,3128.886,6041.3261
2016-01-26,2940.5085,5589.3069
2016-01-27,2930.3519,5514.1886
2016-01-28,2853.7562,5271.2325
2016-01-29,2946.0902,5469.1254
2016-02-01,2901.0477,5399.4771
2016-02-02,2961.3337,5586.6266
2016-02-03,2948.6386,5610.1734
2016-02-04,2984.7598,5721.4853
2016-02-05,2963.7894,5664.1971
2016-02-15,2946.7066,5668.0398
2016-02-16,3037.0353,5902.5341
2016-02-17,3063.3199,5971.4123
2016-02-18,3053.6985,5957.1305
2016-02-19,3051.585,5979.5164
2016-02-22,3118.8675,6103.7225
2016-02-23,3089.3632,6070.4998
2016-02-24,3109.5454,6111.0427
2016-02-25,2918.7501,5626.0522
2016-02-26,2948.0306,5648.9376
2016-02-29,2877.4666,5350.4337
2016-03-01,2930.6937,5473.6349
2016-03-02,3051.3327,5753.1482
2016-03-03,3058.4219,5776.977
2016-03-04,3093.8895,5621.5614
2016-03-07,3104.8397,5752.5482
2016-03-08,3107.6727,5764.3253
2016-03-09,3071.907,5617.0376
2016-03-10,3013.1457,5521.948
2016-03-11,3018.2844,5508.9818
2016-03-14,3065.6904,5690.5904
2016-03-15,3074.7796,5639.8012
2016-03-16,3090.0328,5562.8037
2016-03-17,3124.2039,5745.975
2016-03-18,3171.963,5949.263
2016-03-21,3249.4372,6099.4805
2016-03-22,3225.7903,6075.4922
2016-03-23,3236.0924,6118.9664
2016-03-24,3181.8507,6018.4242
2016-03-25,3197.8169,6077.4312
2016-03-28,3169.7283,6037.7782
2016-03-29,3135.4098,5921.8672
2016-03-30,3216.2753,6137.5034
2016-03-31,3218.0879,6155.8138
2016-04-01,3221.8948,6124.5278
2016-04-05,3264.4858,6286.5826
2016-04-06,3257.5276,6323.4342
2016-04-07,3209.2902,6228.9737
2016-04-08,3185.7258,6168.7419
2016-04-11,3230.0957,6304.3004
2016-04-12,3218.4497,6252.7729
2016-04-13,3261.3831,6344.2255
2016-04-14,3275.8321,6401.8545
2016-04-15,3272.2053,6384.3496
2016-04-18,3228.4531,6281.2024
2016-04-19,3238.3029,6308.229
2016-04-20,3181.0264,6022.2126
2016-04-21,3160.6033,5970.682
2016-04-22,3174.9012,6011.3201
2016-04-25,3162.0331,5978.0772
2016-04-26,3179.1605,6046.7734
2016-04-27,3165.9156,6016.699
2016-04-28,3160.5809,5990.3285
2016-04-29,3156.7451,5985.594
2016-05-03,3213.5397,6167.4537
2016-05-04,3209.4614,6169.7826
2016-05-05,3213.9199,6203.8166
2016-05-06,3130.3544,5961.489
2016-05-09,3065.6154,5743.6473
2016-05-10,3069.1124,5738.8961
2016-05-11,3082.8086,5723.4104
2016-05-12,3090.1372,5726.4555
2016-05-13,3074.9351,5714.3107
2016-05-16,3095.3085,5812.5423
2016-05-17,3086.0249,5790.3416
2016-05-18,3068.0358,5631.1927
2016-05-19,3062.5002,5666.7331
2016-05-20,3078.2183,5732.9018
2016-05-23,3087.2225,5809.4761
2016-05-24,3063.5556,5743.1782
2016-05-25,3059.2259,5715.1834
2016-05-26,3064.2111,5744.3876
2016-05-27,3062.4993,5739.5897
2016-05-30,3066.7095,5711.3152
2016-05-31,3169.5598,5947.3224
2016-06-01,3160.547,5973.7799
2016-06-02,3167.0997,6013.8942
2016-06-03,3189.3255,6032.603
2016-06-06,3178.7883,6051.8595
2016-06-07,3177.0536,6045.3571
2016-06-08,3163.9864,6023.8776
2016-06-13,3066.3413,5746.4438
2016-06-14,3075.9834,5762.7612
2016-06-15,3116.3682,5952.846
2016-06-16,3094.6748,5930.5454
2016-06-17,3110.3572,5964.2724
2016-06-20,3112.6744,5985.5691
2016-06-21,3106.3175,5916.8032
2016-06-22,3133.9611,6008.8857
2016-06-23,3117.3168,5978.1737
2016-06-24,3077.1554,5903.6202
2016-06-27,3120.5443,6044.2191
2016-06-28,3136.4013,6107.5105
2016-06-29,3151.3898,6120.2021
2016-06-30,3153.921,6123.4939
2016-07-01,3154.2003,6111.5385
2016-07-04,3204.6962,6231.8811
2016-07-05,3207.3827,6269.5046
2016-07-06,3216.8035,6297.3969
2016-07-07,3209.9542,6319.7926
2016-07-08,3192.2804,6299.8533
2016-07-11,3203.3298,6312.4988
2016-07-12,3273.1823,6395.1448
2016-07-13,3282.8681,6446.5634
2016-07-14,3276.7637,6455.5827
2016-07-15,3276.2775,6441.0159
2016-07-18,3262.0222,6412.0731
2016-07-19,3248.2341,6431.9383
2016-07-20,3237.6051,6417.9223
2016-07-21,3252.5227,6442.7093
2016-07-22,3225.1621,6390.9254
2016-07-25,3230.885,6408.7831
2016-07-26,3269.5882,6494.4743
2016-07-27,3218.243,6229.2885
2016-07-28,3221.1365,6243.2883
2016-07-29,3203.9304,6202.8923
2016-08-01,3176.8091,6109.2782
2016-08-02,3189.0529,6168.5088
2016-08-03,3193.5073,6198.3885
2016-08-04,3201.2888,6238.2309
2016-08-05,3205.1101,6203.2872
2016-08-08,3234.1833,6290.7562
2016-08-09,3256.9813,6341.5497
2016-08-10,3243.3409,6318.2681
2016-08-11,3233.3604,6226.3129
2016-08-12,3294.2337,6299.0915
2016-08-15,3393.4239,6442.5272
2016-08-16,3378.2451,6468.8946
