,000300.SH,000905.SH
2016-08-17,3373.0476,6488.3648
2016-08-18,3364.4851,6490.408
2016-08-19,3365.0197,6499.5548
2016-08-22,3336.7949,6420.3544
2016-08-23,3341.8298,6428.6978
2016-08-24,3329.8631,6435.0586
2016-08-25,3308.9721,6382.5704
2016-08-26,3307.0902,6410.7335
2016-08-29,3307.7812,6427.5291
2016-08-30,3311.9872,6425.7543
2016-08-31,3327.7938,6434.2103
2016-09-01,3301.5767,6381.4755
2016-09-02,3314.1142,6356.9538
2016-09-05,3319.6803,6391.7923
2016-09-06,3342.6259,6492.9722
2016-09-07,3340.8172,6494.3159
2016-09-08,3339.564,6517.9835
2016-09-09,3318.044,6471.053
2016-09-12,3262.6043,6291.6364
2016-09-13,3260.333,6320.0315
2016-09-14,3238.7299,6278.158
2016-09-19,3263.1242,6344.181
2016-09-20,3257.4034,6342.0328
2016-09-21,3266.6363,6343.7541
2016-09-22,3291.1211,6385.6353
2016-09-23,3275.6665,6370.5834
2016-09-26,3220.2838,6241.5157
2016-09-27,3240.7546,6286.9093
2016-09-28,3230.8904,6281.2838
2016-09-29,3244.3874,6298.7911
2016-09-30,3253.2848,6328.0856
2016-10-10,3293.8689,6447.6934
2016-10-11,3306.5573,6486.4254
2016-10-12,3300.0099,6482.7379
2016-10-13,3302.6455,6484.831
2016-10-14,3305.8481,6469.4915
2016-10-17,3277.8787,6413.1487
2016-10-18,3321.3324,6509.2821
2016-10-19,3316.2407,6495.2574
2016-10-20,3318.6044,6498.2375
2016-10-21,3327.74,6475.2807
2016-10-24,3367.5778,6539.4661
2016-10-25,3367.4547,6563.3539
2016-10-26,3354.8003,6530.3898
2016-10-27,3345.695,6517.3594
2016-10-28,3340.1262,6455.8349
2016-10-31,3336.2778,6452.2058
2016-11-01,3359.0515,6507.95
2016-11-02,3333.3524,6455.1295
2016-11-03,3365.085,6483.7322
2016-11-04,3354.1749,6462.5928
2016-11-07,3356.5916,6468.8171
2016-11-08,3371.1177,6503.1781
2016-11-09,3353.0547,6453.5718
2016-11-10,3390.6119,6536.9651
2016-11-11,3417.2211,6583.8864
2016-11-14,3430.2482,6615.0071
2016-11-15,3429.8697,6640.4616
2016-11-16,3429.5921,6644.1878
2016-11-17,3436.535,6636.469
2016-11-18,3417.4554,6602.3265
2016-11-21,3441.1106,6611.5399
2016-11-22,3468.3637,6661.246
2016-11-23,3474.7289,6631.1733
2016-11-24,3488.7402,6623.0489
2016-11-25,3521.2984,6652.8177
2016-11-28,3535.0807,6670.8035
2016-11-29,3564.0404,6620.7949
2016-11-30,3538.001,6585.5776
2016-12-01,3565.036,6624.4657
2016-12-02,3528.9547,6520.9745
2016-12-05,3469.4073,6486.0173
2016-12-06,3459.1533,6490.8897
2016-12-07,3475.7473,6558.0247
2016-12-08,3470.1426,6527.4338
2016-12-09,3493.7004,6513.9155
2016-12-12,3409.1794,6249.0784
2016-12-13,3405.0355,6278.1793
2016-12-14,3378.9453,6239.4989
2016-12-15,3340.4338,6280.3981
2016-12-16,3346.0305,6318.5239
2016-12-19,3328.9827,6320.7324
2016-12-20,3309.0641,6300.6383
2016-12-21,3338.536,6347.6058
2016-12-22,3335.672,6341.7879
2016-12-23,3307.5991,6281.9966
2016-12-26,3322.4006,6294.7546
2016-12-27,3316.3852,6288.8594
2016-12-28,3301.8887,6270.2395
2016-12-29,3297.7648,6252.6076
2016-12-30,3310.0808,6263.6256
2017-01-03,3342.2272,6320.7626
2017-01-04,3368.3117,6394.6694
2017-01-05,3367.7892,6399.2841
2017-01-06,3347.6665,6371.6168
2017-01-09,3363.9014,6415.4176
2017-01-10,3358.2716,6393.9283
2017-01-11,3334.4954,6331.9638
2017-01-12,3317.6241,6272.851
2017-01-13,3319.9122,6194.6575
2017-01-16,3319.4455,6031.2414
2017-01-17,3326.3563,6082.0657
2017-01-18,3339.3653,6068.593
2017-01-19,3329.2891,6043.675
2017-01-20,3354.8891,6121.9983
2017-01-23,3364.0808,6172.1671
2017-01-24,3364.4509,6165.2642
2017-01-25,3375.9042,6179.5681
2017-01-26,3387.9606,6223.7061
2017-02-03,3364.4923,6207.0921
2017-02-06,3373.2051,6259.2471
2017-02-07,3365.6849,6255.927
2017-02-08,3383.2878,6291.5977
2017-02-09,3396.2924,6331.1771
2017-02-10,3413.4868,6337.1081
2017-02-13,3436.275,6369.6526
2017-02-14,3435.8042,6374.8852
2017-02-15,3421.7131,6311.6959
2017-02-16,3440.9331,6359.3361
2017-02-17,3421.4419,6307.1627
2017-02-20,3471.3926,6385.0625
2017-02-21,3482.823,6434.4383
2017-02-22,3489.7567,6474.225
2017-02-23,3473.3236,6473.993
2017-02-24,3473.8517,6476.1655
2017-02-27,3446.2228,6424.2549
2017-02-28,3452.8103,6450.9701
2017-03-01,3458.4376,6467.6385
2017-03-02,3435.0963,6434.6262
2017-03-03,3427.8628,6452.839
2017-03-06,3446.484,6517.3235
2017-03-07,3453.9565,6523.1868
2017-03-08,3448.7313,6497.0878
2017-03-09,3426.9438,6439.3822
2017-03-10,3427.8916,6447.9165
2017-03-13,3458.098,6507.8964
2017-03-14,3456.6934,6493.4846
2017-03-15,3463.6436,6486.0616
2017-03-16,3481.5066,6543.3407
2017-03-17,3445.8051,6483.2463
2017-03-20,3449.6126,6498.3416
2017-03-21,3466.3468,6515.9458
2017-03-22,3450.0502,6499.7928
2017-03-23,3461.9782,6512.1874
2017-03-24,3489.5997,6546.615
2017-03-27,3478.0385,6516.0326
2017-03-28,3469.8093,6498.6902
2017-03-29,3465.1933,6480.543
2017-03-30,3436.758,6375.7437
2017-03-31,3456.0455,6401.6479
2017-04-05,3503.8932,6539.9665
2017-04-06,3514.0469,6559.6526
2017-04-07,3517.4634,6578.726
2017-04-10,3505.1392,6566.5441
2017-04-11,3517.328,6629.1661
2017-04-12,3509.4387,6576.4761
2017-04-13,3514.5662,6615.7042
2017-04-14,3486.5045,6528.1624
2017-04-17,3479.9417,6456.598
2017-04-18,3462.7429,6418.2114
2017-04-19,3445.8761,6350.6465
2017-04-20,3461.5481,6347.7732
2017-04-21,3466.7865,6300.7128
2017-04-24,3431.2587,6138.5049
2017-04-25,3440.9743,6160.4612
2017-04-26,3445.1832,6176.3981
2017-04-27,3446.7202,6192.3044
2017-04-28,3439.753,6211.8624
2017-05-02,3426.5766,6216.115
2017-05-03,3413.1282,6197.4779
2017-05-04,3404.3864,6176.3053
2017-05-05,3382.5502,6089.6828
2017-05-08,3358.8125,5975.5395
2017-05-09,3352.5324,6012.0016
2017-05-10,3337.7007,5885.841
2017-05-11,3356.6459,5872.6391
2017-05-12,3385.3787,5863.7832
2017-05-15,3399.1937,5893.5075
2017-05-16,3428.6491,6014.7344
2017-05-17,3409.9656,6027.6504
2017-05-18,3398.1127,5976.2998
2017-05-19,3403.8492,5974.9772
2017-05-22,3411.2387,5888.8127
2017-05-23,3424.194,5764.8759
2017-05-24,3424.1669,5799.2499
2017-05-25,3485.6581,5850.8006
2017-05-26,3480.4345,5836.9338
2017-05-31,3492.8845,5824.1042
2017-06-01,3497.7382,5709.9994
2017-06-02,3486.5074,5772.5174
2017-06-05,3468.7538,5815.8022
2017-06-06,3492.8816,5841.5232
2017-06-07,3533.8718,5955.0153
2017-06-08,3560.9786,5958.977
2017-06-09,3576.1703,5969.2741
2017-06-12,3574.3894,5902.8551
2017-06-13,3582.2674,5980.0566
2017-06-14,3535.2987,5966.4314
2017-06-15,3528.7926,6021.1651
2017-06-16,3518.7611,6012.9996
2017-06-19,3553.6653,6057.4115
2017-06-20,3546.494,6066.9046
2017-06-21,3587.955,6078.1925
2017-06-22,3590.3425,5992.3352
2017-06-23,3622.8831,6010.3137
2017-06-26,3668.0919,6111.6406
2017-06-27,3674.7152,6113.1658
2017-06-28,3646.1666,6086.2112
2017-06-29,3668.8279,6116.9932
2017-06-30,3666.7977,6138.1556
2017-07-03,3650.8463,6177.3953
2017-07-04,3619.9841,6146.8527
2017-07-05,3659.6795,6193.9641
2017-07-06,3660.0967,6201.6535
2017-07-07,3655.9293,6226.0108
2017-07-10,3653.6868,6206.5568
2017-07-11,3670.8086,6128.9942
2017-07-12,3658.8236,6132.9922
2017-07-13,3686.9205,6149.9337
2017-07-14,3703.094,6128.7397
2017-07-17,3663.5575,5876.4592
2017-07-18,3667.1807,5938.4342
2017-07-19,3729.7466,6059.3582
2017-07-20,3747.8843,6099.2835
2017-07-21,3728.5976,6126.1083
2017-07-24,3743.4686,6167.1282
2017-07-25,3719.559,6153.5984
2017-07-26,3705.3884,6146.7028
2017-07-27,3712.1947,6184.0207
2017-07-28,3721.8914,6215.4633
2017-07-31,3737.8732,6298.0004
2017-08-01,3770.3828,6286.5362
2017-08-02,3760.8525,6251.8627
2017-08-03,3727.8264,6261.9676
2017-08-04,3707.5796,6225.1151
2017-08-07,3726.7948,6303.4209
2017-08-08,3732.2129,6303.716
2017-08-09,3731.044,6340.022
2017-08-10,3715.9208,6289.2174
2017-08-11,3647.3503,6161.1903
2017-08-14,3694.6831,6292.6418
2017-08-15,3706.0566,6314.7608
2017-08-16,3701.4207,6318.7986
2017-08-17,3721.277,6366.034
2017-08-18,3724.6748,6347.7557
2017-08-21,3740.9941,6403.7803
2017-08-22,3752.298,6375.9814
2017-08-23,3756.0884,6322.7819
2017-08-24,3734.6458,6278.59
2017-08-25,3795.7544,6346.5305
2017-08-28,3842.7119,6424.5841
2017-08-29,3834.5376,6408.1567
2017-08-30,3834.3005,6453.4636
2017-08-31,3822.0928,6470.4259
2017-09-01,3830.5383,6526.5046
2017-09-04,3845.6163,6564.6804
2017-09-05,3857.0464,6571.8591
2017-09-06,3849.4499,6607.1176
2017-09-07,3829.8713,6558.5963
2017-09-08,3825.9895,6574.1826
2017-09-11,3825.6453,6649.6276
2017-09-12,3837.9341,6644.0118
2017-09-13,3842.6061,6684.3798
2017-09-14,3829.9554,6672.1849
2017-09-15,3831.2965,6622.0438
2017-09-18,3843.1428,6669.4548
2017-09-19,3832.1161,6636.0201
2017-09-20,3842.4353,6692.4724
2017-09-21,3837.8176,6612.0456
2017-09-22,3837.7304,6572.0096
2017-09-25,3817.7915,6489.8441
2017-09-26,3820.7816,6520.7175
2017-09-27,3821.2,6583.1401
2017-09-28,3822.5386,6567.7915
2017-09-29,3836.5013,6603.2587
2017-10-09,3882.2076,6678.371
2017-10-10,3889.8637,6705.4812
2017-10-11,3902.6868,6666.4696
2017-10-12,3912.9536,6659.0957
2017-10-13,3921.0017,6709.8164
2017-10-16,3913.4462,6619.2056
2017-10-17,3913.0688,6612.9428
2017-10-18,3944.1626,6563.4369
2017-10-19,3931.2495,6501.3999
2017-10-20,3926.852,6571.424
2017-10-23,3930.7981,6612.7637
2017-10-24,3959.3953,6603.0042
2017-10-25,3976.949,6647.892
2017-10-26,3993.5752,6671.9288
2017-10-27,4021.9676,6630.8067
2017-10-30,4009.7218,6511.7616
2017-10-31,4006.7179,6560.2054
2017-11-01,3996.6221,6552.9545
2017-11-02,3997.1343,6484.9258
2017-11-03,3992.6979,6426.9799
2017-11-06,4020.8896,6511.0958
2017-11-07,4054.2465,6551.9363
2017-11-08,4048.0057,6561.6897
2017-11-09,4075.8998,6611.3517
2017-11-10,4111.9112,6641.2164
2017-11-13,4128.0733,6671.2054
2017-11-14,4099.351,6614.5136
2017-11-15,4073.6696,6537.6563
2017-11-16,4105.0122,6558.3085
2017-11-17,4120.8508,6361.9415
2017-11-20,4143.8334,6433.1702
2017-11-21,4217.7015,6456.352
2017-11-22,4227.5666,6439.4419
2017-11-23,4102.3966,6274.5116
2017-11-24,4104.2034,6278.0287
2017-11-27,4049.9475,6194.5522
2017-11-28,4055.8235,6299.3122
2017-11-29,4053.7529,6318.3684
2017-11-30,4006.0993,6263.421
2017-12-01,3998.1365,6316.4072
2017-12-04,4018.8571,6279.6206
2017-12-05,4040.1704,6132.912
2017-12-06,4015.8211,6172.8031
2017-12-07,3971.0569,6135.4702
2017-12-08,4003.3792,6203.1433
2017-12-11,4069.4997,6286.1656
2017-12-12,4016.0163,6233.2115
2017-12-13,4050.0927,6277.441
2017-12-14,4026.1516,6284.0807
2017-12-15,3980.8558,6235.7608
2017-12-18,3985.2914,6199.9889
2017-12-19,4035.3294,6251.2416
2017-12-20,4030.4898,6199.3628
2017-12-21,4067.8485,6238.4987
2017-12-22,4054.5984,6242.8847
2017-12-25,4041.5401,6185.5907
2017-12-26,4053.6224,6220.1473
2017-12-27,3991.2075,6173.1528
2017-12-28,4018.8974,6204.2702
2017-12-29,4030.8549,6250.8207
2018-01-02,4087.4012,6332.2269
2018-01-03,4111.3925,6388.2533
2018-01-04,4128.8119,6417.535
2018-01-05,4138.7505,6417.2537
2018-01-08,4160.1595,6446.1818
2018-01-09,4189.2977,6445.7462
2018-01-10,4207.8132,6405.9395
2018-01-11,4205.5863,6425.9401
2018-01-12,4225.001,6399.3737
2018-01-15,4225.2393,6253.3759
2018-01-16,4258.473,6301.1327
2018-01-17,4248.1164,6267.4599
2018-01-18,4271.4168,6286.8007
2018-01-19,4285.395,6272.38
2018-01-22,4336.5974,6347.6383
2018-01-23,4382.6129,6354.9978
2018-01-24,4389.8853,6394.2999
2018-01-25,4365.0794,6382.7165
2018-01-26,4381.2996,6383.6312
2018-01-29,4302.0181,6309.8836
2018-01-30,4256.1021,6313.442
2018-01-31,4275.8986,6189.3413
2018-02-01,4245.8978,5984.7428
2018-02-02,4271.2326,6004.8494
2018-02-05,4274.1464,5998.2236
2018-02-06,4148.8856,5704.2641
2018-02-07,4050.4972,5711.3322
2018-02-08,4012.0472,5766.4797
2018-02-09,3840.6527,5554.8974
2018-02-12,3890.1046,5699.0979
2018-02-13,3935.6324,5736.9505
2018-02-14,3966.9614,5754.8344
2018-02-22,4052.7332,5875.7272
2018-02-23,4071.0889,5897.6765
2018-02-26,4118.4186,6029.6795
2018-02-27,4058.9806,6010.5573
2018-02-28,4023.6415,6023.677
2018-03-01,4049.0863,6090.2247
2018-03-02,4016.461,6056.3354
2018-03-05,4018.097,6064.0983
2018-03-06,4066.5647,6145.5768
2018-03-07,4036.6536,6086.4874
2018-03-08,4077.6001,6131.5142
2018-03-09,4108.8652,6206.9754
2018-03-12,4127.6662,6295.7776
2018-03-13,4091.2533,6254.1457
2018-03-14,4073.3447,6189.317
2018-03-15,4096.1627,6180.1108
2018-03-16,4056.4226,6146.3058
2018-03-19,4074.2479,6153.8339
2018-03-20,4077.7041,6173.6984
2018-03-21,4061.0502,6129.2042
2018-03-22,4020.349,6101.2276
2018-03-23,3904.9355,5787.1523
2018-03-26,3879.893,5902.9588
2018-03-27,3913.2689,6034.775
2018-03-28,3842.7155,5973.3414
2018-03-29,3894.0498,6034.8572
2018-03-30,3898.4977,6114.7382
2018-04-02,3886.9189,6121.9642
2018-04-03,3862.4796,6059.7089
2018-04-04,3854.8625,6017.6863
2018-04-09,3852.9292,6025.6493
2018-04-10,3927.1729,6063.7423
2018-04-11,3938.3434,6086.6126
2018-04-12,3898.6354,6051.3346
2018-04-13,3871.1443,6027.1867
2018-04-16,3808.863,6012.4053
2018-04-17,3748.6412,5890.8571
2018-04-18,3766.282,5970.6577
2018-04-19,3811.843,6004.7334
2018-04-20,3760.8543,5880.8359
2018-04-23,3766.3257,5823.9205
2018-04-24,3843.4886,5957.1927
2018-04-25,3828.7015,5959.422
2018-04-26,3755.4941,5847.9766
2018-04-27,3756.8765,5860.9836
2018-05-02,3763.6461,5855.3233
2018-05-03,3793.0001,5910.6058
2018-05-04,3774.5981,5909.2944
2018-05-07,3834.1877,6019.1409
2018-05-08,3878.6767,6041.8143
2018-05-09,3871.6152,6029.2329
2018-05-10,3893.0565,6040.5716
2018-05-11,3872.8383,5991.3424
2018-05-14,3909.2933,5967.5541
2018-05-15,3924.0975,6020.5697
2018-05-16,3892.8442,6004.0696
2018-05-17,3864.0507,5973.7785
2018-05-18,3903.0637,5995.1497
2018-05-21,3921.2421,6072.1991
2018-05-22,3906.2081,6092.9069
2018-05-23,3854.5825,6013.8472
2018-05-24,3827.217,5992.6209
2018-05-25,3816.498,5917.7978
2018-05-28,3833.2599,5891.2627
2018-05-29,3804.0093,5835.4456
2018-05-30,3723.3724,5682.5881
2018-05-31,3802.3759,5754.4746
2018-06-01,3770.5891,5685.1155
2018-06-04,3807.5781,5683.1486
2018-06-05,3845.3164,5779.0778
2018-06-06,3837.3511,5774.2575
2018-06-07,3831.0128,5738.0176
2018-06-08,3779.6159,5669.3031
2018-06-11,3779.9818,5632.3566
2018-06-12,3825.9534,5693.3461
2018-06-13,3788.3391,5607.0173
2018-06-14,3773.3655,5586.9314
2018-06-15,3753.4338,5483.9446
2018-06-19,3621.1166,5141.7095
2018-06-20,3635.4436,5198.3935
2018-06-21,3592.965,5089.2522
2018-06-22,3608.9046,5160.1228
2018-06-25,3560.4777,5125.0333
2018-06-26,3531.1112,5160.2829
2018-06-27,3459.2621,5109.4975
2018-06-28,3423.5255,5055.1093
2018-06-29,3510.9845,5217.7643
2018-07-02,3407.9638,5138.7826
2018-07-03,3409.2801,5197.1313
2018-07-04,3363.7473,5121.3436
2018-07-05,3342.4379,4982.7627
2018-07-06,3365.1227,4996.6299
2018-07-09,3459.1837,5107.5507
2018-07-10,3467.5155,5136.5326
2018-07-11,3407.5297,5036.1565
2018-07-12,3481.0559,5172.5032
2018-07-13,3492.6897,5204.1855
2018-07-16,3472.0859,5195.2002
2018-07-17,3449.3773,5196.1969
2018-07-18,3431.3227,5156.6363
2018-07-19,3428.343,5111.3271
2018-07-20,3492.8938,5175.2516
2018-07-23,3525.7503,5214.0038
2018-07-24,3581.7057,5304.641
2018-07-25,3577.7522,5308.6569
2018-07-26,3536.2456,5273.4789
2018-07-27,3521.2269,5249.2904
2018-07-30,3515.0794,5185.151
2018-07-31,3517.6568,5188.7166
2018-08-01,3447.3882,5105.3741
2018-08-02,3370.9579,4996.012
2018-08-03,3315.2839,4929.75
2018-08-06,3273.2728,4825.2508
2018-08-07,3368.8695,4956.8718
2018-08-08,3314.5075,4880.5694
2018-08-09,3397.5298,5004.7733
2018-08-10,3405.0191,5030.5148
2018-08-13,3390.3441,5055.2753
2018-08-14,3372.9137,5037.8831
2018-08-15,3291.976,4932.8063
2018-08-16,3276.7276,4888.3712
2018-08-17,3229.6198,4803.0285
2018-08-20,3267.2498,4832.6512
2018-08-21,3326.6489,4891.9801
2018-08-22,3307.9545,4837.0183
2018-08-23,3320.0257,4863.6651
2018-08-24,3325.3347,4852.2887
2018-08-27,3406.5735,4960.0655
2018-08-28,3400.1705,4974.2072
2018-08-29,3386.5736,4941.9607
2018-08-30,3351.0942,4867.1214
2018-08-31,3334.5036,4814.8237
2018-09-03,3321.8248,4838.873
2018-09-04,3363.8984,4890.2806
2018-09-05,3298.1412,4815.0343
2018-09-06,3262.8808,4793.3454
2018-09-07,3277.6438,4791.7779
2018-09-10,3230.0681,4704.8782
2018-09-11,3224.2116,4702.9032
2018-09-12,3202.0248,4693.9743
2018-09-13,3236.5662,4721.2121
2018-09-14,3242.0902,4670.0799
2018-09-17,3204.9224,4602.3901
2018-09-18,3269.4319,4683.5056
2018-09-19,3312.4823,4736.8934
2018-09-20,3310.1258,4733.4806
2018-09-21,3410.4856,4805.2151
2018-09-25,3379.8043,4792.5507
2018-09-26,3417.2413,4815.6306
2018-09-27,3403.5902,4755.3803
2018-09-28,3438.8649,4800.7287
2018-10-08,3290.8988,4646.4929
2018-10-09,3288.6906,4634.8939
2018-10-10,3281.5978,4629.8877
2018-10-11,3124.1139,4307.4208
2018-10-12,3170.7262,4278.0353
2018-10-15,3126.4516,4199.1532
2018-10-16,3100.9738,4099.6831
2018-10-17,3118.2463,4133.3832
2018-10-18,3044.3918,4018.4614
2018-10-19,3134.9455,4127.9854
2018-10-22,3270.2732,4333.1445
2018-10-23,3183.4257,4253.5561
2018-10-24,3188.2018,4245.4884
2018-10-25,3194.3084,4234.4208
2018-10-26,3173.635,4233.9585
2018-10-29,3076.8889,4162.5255
2018-10-30,3110.2605,4204.5424
2018-10-31,3153.8234,4272.5518
2018-11-01,3177.0338,4298.9837
2018-11-02,3290.2455,4437.9456
2018-11-05,3262.8351,4440.8274
2018-11-06,3243.1504,4438.0965
2018-11-07,3221.9101,4415.136
2018-11-08,3212.7737,4382.3286
2018-11-09,3167.4442,4368.6143
2018-11-12,3205.1407,4481.6881
2018-11-13,3237.3823,4563.5351
2018-11-14,3204.9427,4545.5089
2018-11-15,3242.3715,4619.8141
2018-11-16,3257.6735,4659.0965
2018-11-19,3294.6031,4670.737
2018-11-20,3218.4076,4537.4493
2018-11-21,3226.4918,4554.6747
2018-11-22,3214.4273,4551.3264
2018-11-23,3143.4752,4374.7644
2018-11-26,3141.2434,4367.4619
2018-11-27,3137.2413,4387.6515
2018-11-28,3178.9326,4441.8569
2018-11-29,3137.6542,4345.703
2018-11-30,3172.69,4376.6511
2018-12-03,3260.9502,4515.1735
2018-12-04,3267.7095,4536.2104
2018-12-05,3252.0041,4502.7021
2018-12-06,3181.673,4411.0884
2018-12-07,3181.5646,4410.9593
2018-12-10,3144.7631,4359.3122
2018-12-11,3159.8158,4395.5702
2018-12-12,3170.6092,4393.324
2018-12-13,3219.6924,4443.1572
2018-12-14,3165.9109,4337.1025
2018-12-17,3161.1966,4330.6465
2018-12-18,3128.4265,4307.2675
2018-12-19,3091.1255,4247.8991
2018-12-20,3067.4169,4259.7614
2018-12-21,3029.3951,4231.144
2018-12-24,3038.1981,4274.7218
2018-12-25,3017.2815,4225.5124
2018-12-26,3002.0327,4208.4053
2018-12-27,2990.5057,4161.2702
2018-12-28,3010.6536,4168.0363
2019-01-02,2969.5353,4131.9567
2019-01-03,2964.8421,4112.807
2019-01-04,3035.8741,4210.8786
2019-01-07,3054.303,4288.3234
2019-01-08,3047.7035,4277.2967
2019-01-09,3078.4759,4288.7717
2019-01-10,3072.6864,4281.8606
2019-01-11,3094.7782,4314.8757
2019-01-14,3067.7845,4286.5474
2019-01-15,3127.9904,4347.3555
2019-01-16,3128.6517,4336.8779
2019-01-17,3111.4168,4303.7308
2019-01-18,3168.1739,4347.8112
2019-01-21,3185.6364,4373.6333
2019-01-22,3143.3171,4308.2518
2019-01-23,3141.0532,4315.6846
2019-01-24,3158.7817,4338.17
2019-01-25,3184.4696,4318.4417
2019-01-28,3183.7777,4307.2196
2019-01-29,3193.9698,4254.2875
2019-01-30,3168.4829,4211.6235
2019-01-31,3201.6331,4176.4739
2019-02-01,3247.3971,4294.2696
2019-02-11,3306.4725,4402.8668
2019-02-12,3330.3353,4439.485
2019-02-13,3397.0276,4512.4088
2019-02-14,3402.1403,4532.1699
2019-02-15,3338.7047,4502.7348
2019-02-18,3445.7448,4660.999
2019-02-19,3439.6078,4667.2836
2019-02-20,3451.9273,4667.6243
2019-02-21,3442.7056,4659.1431
2019-02-22,3520.1182,4777.2977
2019-02-25,3729.4831,5044.3466
2019-02-26,3684.6935,5038.5435
2019-02-27,3678.3921,5017.8842
2019-02-28,3669.3703,5025.2913
2019-03-01,3749.7143,5067.225
2019-03-04,3794.104,5158.2467
2019-03-05,3816.0132,5295.2878
2019-03-06,3848.0903,5390.0294
2019-03-07,3808.8497,5458.6153
2019-03-08,3657.579,5245.6999
2019-03-11,3729.9546,5456.381
2019-03-12,3755.3519,5551.0029
2019-03-13,3724.1941,5424.8642
2019-03-14,3698.4858,5298.5024
2019-03-15,3745.005,5359.0087
2019-03-18,3851.7479,5501.183
2019-03-19,3833.9626,5522.1801
2019-03-20,3835.4397,5515.7856
2019-03-21,3836.8913,5589.478
2019-03-22,3833.8013,5622.1402
2019-03-25,3742.8252,5549.6711
2019-03-26,3700.4388,5394.8787
2019-03-27,3743.3878,5447.8795
2019-03-28,3728.3953,5370.1234
2019-03-29,3872.3412,5547.6561
2019-04-01,3973.928,5757.8379
2019-04-02,3971.2852,5775.5497
2019-04-03,4022.1566,5836.0369
2019-04-04,4062.2309,5871.5575
2019-04-08,4057.2286,5847.6296
2019-04-09,4075.4301,5858.0464
2019-04-10,4085.847,5850.7609
2019-04-11,3997.5778,5727.1749
2019-04-12,3988.6168,5714.3676
2019-04-15,3975.5244,5655.9825
2019-04-16,4085.7891,5777.0111
2019-04-17,4087.2398,5807.7288
2019-04-18,4072.0753,5775.171
2019-04-19,4120.6078,5810.1798
2019-04-22,4025.6109,5723.0417
2019-04-23,4019.0053,5628.0624
2019-04-24,4030.0887,5679.7256
2019-04-25,3941.816,5458.4194
2019-04-26,3889.2748,5408.0306
2019-04-29,3900.3339,5265.6011
2019-04-30,3913.211,5307.56
2019-05-06,3684.6168,4908.7984
2019-05-07,3720.6684,4973.4043
2019-05-08,3667.4574,4947.7419
2019-05-09,3599.7001,4888.4128
2019-05-10,3730.4513,5064.323
2019-05-13,3668.7255,5005.9044
2019-05-14,3645.1503,4965.6124
2019-05-15,3727.0923,5076.555
2019-05-16,3743.9635,5108.3588
2019-05-17,3648.7609,4942.5792
2019-05-20,3617.7924,4923.5589
2019-05-21,3666.7762,5009.8725
2019-05-22,3649.3796,4976.3929
2019-05-23,3583.9646,4872.9202
2019-05-24,3593.9139,4841.7573
2019-05-27,3637.1971,4962.947
2019-05-28,3672.2605,4955.4855
2019-05-29,3663.909,4956.8638
2019-05-30,3641.1833,4926.403
2019-05-31,3629.7893,4912.0005
2019-06-03,3632.0127,4853.8153
2019-06-04,3598.4666,4795.4129
2019-06-05,3597.105,4783.8245
2019-06-06,3564.6778,4678.7844
2019-06-10,3610.7435,4725.2643
2019-06-11,3719.2759,4901.4723
2019-06-12,3691.0957,4863.4922
2019-06-13,3685.3933,4877.6505
2019-06-14,3654.8799,4795.5267
2019-06-17,3654.8248,4802.8185
2019-06-18,3667.6185,4797.1468
2019-06-19,3715.9381,4858.9164
2019-06-20,3828.5183,4954.7338
2019-06-21,3833.9383,5021.3051
2019-06-24,3841.2659,5024.2046
2019-06-25,3801.3098,4974.9882
2019-06-26,3794.331,4962.5936
2019-06-27,3834.8172,5007.4833
2019-06-28,3825.5873,4950.4798
2019-07-01,3935.8116,5100.2619
2019-07-02,3937.1691,5084.41
2019-07-03,3893.5341,5040.7227
2019-07-04,3873.1019,5025.0207
2019-07-05,3893.2025,5042.6599
2019-07-08,3802.7897,4870.7807
2019-07-09,3793.1297,4881.6235
2019-07-10,3786.739,4843.8649
2019-07-11,3785.221,4844.5474
2019-07-12,3808.7311,4861.5679
2019-07-15,3824.1878,4925.3243
2019-07-16,3806.8449,4932.0458
2019-07-17,3804.6384,4929.085
2019-07-18,3768.4019,4844.1087
2019-07-19,3807.9551,4878.6903
2019-07-22,3781.6832,4776.5749
2019-07-23,3789.9135,4823.9182
2019-07-24,3819.8325,4873.0271
2019-07-25,3851.0665,4891.6432
2019-07-26,3858.5688,4898.1099
2019-07-29,3854.2704,4897.0183
2019-07-30,3870.3176,4922.9175
2019-07-31,3835.3589,4903.203
2019-08-01,3803.4694,4870.469
2019-08-02,3747.4379,4809.9198
2019-08-05,3675.6884,4751.9846
2019-08-06,3636.3289,4650.5627
2019-08-07,3621.431,4626.3641
2019-08-08,3669.2936,4656.1009
2019-08-09,3633.5296,4600.3526
2019-08-12,3699.1047,4685.045
2019-08-13,3665.7515,4658.3884
2019-08-14,3682.4015,4683.8403
2019-08-15,3694.0006,4706.5504
2019-08-16,3710.5386,4722.6625
2019-08-19,3791.0946,4875.0363
2019-08-20,3787.7324,4872.6061
2019-08-21,3781.7579,4882.7213
2019-08-22,3793.5061,4887.9142
2019-08-23,3820.8638,4887.9024
2019-08-26,3765.9105,4855.4584
2019-08-27,3816.9459,4936.1238
2019-08-28,3802.5844,4928.1935
2019-08-29,3790.1867,4934.1838
2019-08-30,3799.5863,4886.494
2019-09-02,3848.3198,5008.2958
2019-09-03,3853.6106,5044.1805
